gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,512,6144,4608,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6448,1,44.702,flydsl_gemm4_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp4_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,648.54,1512.98
gfx950,256,512,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6156,1,58.6555,flydsl_gemm4_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp4_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,659.01,1501.66
gfx950,256,512,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,101.7255,native,0.0,759.98,1669.88
gfx950,256,512,6144,18432,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,142.6715,native,0.0,812.81,1763.9
gfx950,256,512,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5787,1,84.8153,flydsl_gemm3_abf16_wbf16_bf16_t80x128x64_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,683.63,1520.66
gfx950,256,512,50016,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,286.3382,native,0.0,1098.96,2347.24
gfx950,256,1024,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3865,4,10.5962,flydsl_gemm3_abf16_wbf16_bf16_t32x64x128_split_k4_block_m_warp2_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0209,152.0,1360.67
gfx950,256,1024,2304,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,50.2186,native,0.0,577.3,908.29
gfx950,256,1024,2560,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,49.6932,native,0.0,648.22,991.75
gfx950,256,1024,6144,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2488,1,34.3352,flydsl_gemm3_abf16_wbf16_bf16_t256x128x64_split_k1_block_m_warp4_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,750.54,1221.58
gfx950,256,1024,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,48.9624,native,0.0,789.48,1156.46
gfx950,256,1024,6144,4608,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,68.959,native,0.0,840.82,1140.43
gfx950,256,1024,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,79.4064,native,0.0,973.59,1267.7
gfx950,256,1024,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,145.5676,native,0.0,1062.18,1296.61
gfx950,256,1024,6144,18432,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,198.9335,native,0.0,1165.86,1391.54
gfx950,256,1024,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,114.2432,native,0.0,1015.06,1266.63
gfx950,256,1024,50016,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,571.4903,native,0.0,1101.24,1276.68
gfx950,256,2048,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,4,15.6885,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.013,205.32,1737.77
gfx950,256,2048,2304,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,74.5488,native,0.0,777.77,843.94
gfx950,256,2048,2560,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,76.1904,native,0.0,845.57,880.8
gfx950,256,2048,6144,2048,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,52.1713,native,0.0,987.89,1125.53
gfx950,256,2048,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,72.6451,native,0.0,1064.21,1039.26
gfx950,256,2048,6144,4608,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,101.3455,native,0.0,1144.25,993.27
gfx950,256,2048,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,129.3834,native,0.0,1195.04,972.53
gfx950,256,2048,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,239.6452,native,0.0,1290.4,945.12
gfx950,256,2048,6144,18432,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,351.2205,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1320.7,931.48
gfx950,256,2048,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,213.0331,native,0.0,1088.7,826.92
gfx950,256,2048,50016,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,938.8087,native,0.0,1340.74,899.68
gfx950,256,4096,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6831,1,23.6078,flydsl_gemm5_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp1_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0058,272.9,2243.03
gfx950,256,4096,2304,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,112.4709,native,0.0,1031.06,867.05
gfx950,256,4096,2560,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,116.0093,native,0.0,1110.68,885.79
gfx950,256,4096,6144,2048,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,98.7783,native,0.0,1043.54,934.16
gfx950,256,4096,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,133.14,native,0.0,1161.33,850.58
gfx950,256,4096,6144,4608,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,183.5122,native,0.0,1263.83,788.52
gfx950,256,4096,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,244.2654,native,0.0,1265.99,721.19
gfx950,256,4096,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,462.4625,native,0.0,1337.35,653.0
gfx950,256,4096,6144,18432,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,690.9803,native,0.0,1342.6,619.15
gfx950,256,4096,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,354.9603,native,0.0,1306.78,673.53
gfx950,256,4096,50016,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,1785.8897,native,0.0,1409.6,601.75
gfx950,256,8192,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,33.7545,native,0.0,381.72,3090.95
gfx950,256,8192,2304,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,212.3699,native,0.0,1092.1,785.06
gfx950,256,8192,2560,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,218.6696,native,0.0,1178.48,796.01
gfx950,256,8192,6144,2048,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,161.8963,native,0.0,1273.4,984.48
gfx950,256,8192,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,226.5372,native,0.0,1365.06,833.17
gfx950,256,8192,6144,4608,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,323.969,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1431.79,718.54
gfx950,256,8192,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,410.101,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1508.1,675.01
gfx950,256,8192,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,818.7937,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1510.7,553.23
gfx950,256,8192,6144,18432,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1176.1014,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1577.61,534.94
gfx950,256,8192,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,642.4189,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1444.09,568.02
gfx950,256,8192,50016,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,3520.7733,native,0.0,1430.02,435.9
gfx950,256,16384,2304,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,356.6864,native,0.0,1300.46,855.47
gfx950,256,16384,2560,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,397.2797,native,0.0,1297.31,797.1
gfx950,256,16384,6144,2048,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,308.7958,native,0.0,1335.24,950.79
gfx950,256,16384,6144,4608,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,613.6774,native,0.0,1511.73,666.38
gfx950,256,16384,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,1560.1716,native,0.0,1585.66,483.9
gfx950,256,16384,6144,18432,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,2410.4692,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1539.47,428.05
gfx950,256,16384,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1202.5289,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1542.94,512.72
gfx950,256,16384,50016,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,6937.2331,native,0.0,1451.52,353.87
gfx950,256,32768,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,86.6542,native,0.0,594.77,4761.62
gfx950,256,32768,2304,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,687.055,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1350.27,847.04
gfx950,256,32768,2560,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,676.5677,native,0.0,1523.56,889.61
gfx950,256,32768,6144,2048,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,577.7226,native,0.0,1427.39,972.85
gfx950,256,32768,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,840.8616,native,0.0,1471.05,763.18
gfx950,256,32768,6144,4608,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1243.7631,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1491.78,612.07
gfx950,256,32768,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,1584.5537,native,0.0,1561.26,555.87
gfx950,256,32768,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,3207.5069,native,0.0,1542.57,423.68
gfx950,256,32768,6144,18432,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,4855.3337,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1528.57,378.37
gfx950,256,32768,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,2451.0053,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1514.01,456.91
gfx950,256,32768,50016,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,13839.0848,native,0.0,1455.23,310.36
