gfx,cu_num,M,N,K,q_dtype_w,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,4352,64,4096,torch.float8_e4m3fn,flydsl,446,0,9.1731,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x0x4_default,248.74,2032.57,0.0
gfx950,256,4480,64,4096,torch.float8_e4m3fn,flydsl,2386,0,9.1681,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x3x4_default,256.19,2092.65,0.0
gfx950,256,4608,64,4096,torch.float8_e4m3fn,flydsl,1110,0,9.2667,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x1x4_default,260.71,2128.73,0.0
gfx950,256,4736,64,4096,torch.float8_e4m3fn,flydsl,2386,0,9.2384,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x3x4_default,268.77,2193.78,0.0
gfx950,256,4864,64,4096,torch.float8_e4m3fn,flydsl,1764,0,9.3537,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x2x4_default,272.63,2224.54,0.0
gfx950,256,4992,64,4096,torch.float8_e4m3fn,flydsl,446,0,9.2795,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x0x4_default,282.05,2300.59,0.0
gfx950,256,5120,64,4096,torch.float8_e4m3fn,flydsl,446,0,9.3664,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x0x4_default,286.59,2336.97,0.0
gfx950,256,5248,64,4096,torch.float8_e4m3fn,flydsl,2386,0,9.3798,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x3x4_default,293.34,2391.28,0.0
gfx950,256,5376,64,4096,torch.float8_e4m3fn,flydsl,1110,0,9.4375,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x1x4_default,298.66,2433.95,0.0
gfx950,256,5504,64,4096,torch.float8_e4m3fn,flydsl,446,0,9.4679,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x0x4_default,304.79,2483.24,0.0
gfx950,256,5632,64,4096,torch.float8_e4m3fn,flydsl,1110,0,9.5283,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x1x4_default,309.9,2524.24,0.0
gfx950,256,5760,64,4096,torch.float8_e4m3fn,flydsl,446,0,9.6021,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x0x4_default,314.5,2561.15,0.0
gfx950,256,5888,64,4096,torch.float8_e4m3fn,flydsl,1764,0,9.5349,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x2x4_default,323.76,2635.9,0.0
gfx950,256,6016,64,4096,torch.float8_e4m3fn,flydsl,1764,0,9.596,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x2x4_default,328.69,2675.46,0.0
gfx950,256,6144,64,4096,torch.float8_e4m3fn,flydsl,446,0,9.6464,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x0x4_default,333.93,2717.53,0.0
gfx950,256,6272,64,4096,torch.float8_e4m3fn,flydsl,446,0,9.6626,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x0x4_default,340.32,2768.93,0.0
gfx950,256,6400,64,4096,torch.float8_e4m3fn,flydsl,446,0,9.8367,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x0x4_default,341.11,2774.89,0.0
gfx950,256,6528,64,4096,torch.float8_e4m3fn,flydsl,944,0,9.9958,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x0x1x1x4_default,342.4,2784.81,0.0
gfx950,256,6656,64,4096,torch.float8_e4m3fn,flydsl,1764,0,9.9285,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x2x4_default,351.48,2858.14,0.0
gfx950,256,6784,64,4096,torch.float8_e4m3fn,flydsl,778,0,10.0927,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x0x0x1x4_default,352.41,2865.22,0.0
gfx950,256,6912,64,4096,torch.float8_e4m3fn,flydsl,1764,0,9.9385,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x2x4_default,364.63,2964.07,0.0
gfx950,256,7040,64,4096,torch.float8_e4m3fn,flydsl,1110,0,9.9428,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x1x4_default,371.22,3017.17,0.0
gfx950,256,7168,64,4096,torch.float8_e4m3fn,flydsl,1764,0,9.9717,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x2x4_default,376.88,3062.64,0.0
gfx950,256,7296,64,4096,torch.float8_e4m3fn,flydsl,446,0,9.9885,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x0x4_default,382.96,3111.62,0.0
gfx950,256,7424,64,4096,torch.float8_e4m3fn,flydsl,446,0,10.0795,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x0x4_default,386.16,3137.17,0.0
gfx950,256,7552,64,4096,torch.float8_e4m3fn,flydsl,446,0,10.1408,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x0x4_default,390.44,3171.52,0.0
gfx950,256,7680,64,4096,torch.float8_e4m3fn,flydsl,1110,0,10.1532,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x1x4_default,396.58,3220.9,0.0
gfx950,256,7808,64,4096,torch.float8_e4m3fn,flydsl,2386,0,10.4303,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x3x4_default,392.48,3187.17,0.0
gfx950,256,7936,64,4096,torch.float8_e4m3fn,flydsl,1764,0,10.5401,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x2x4_default,394.75,3205.26,0.0
gfx950,256,8064,64,4096,torch.float8_e4m3fn,flydsl,1764,0,10.5532,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x2x4_default,400.62,3252.52,0.0
gfx950,256,8192,64,4096,torch.float8_e4m3fn,cktile,9,0,11.5012,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x128_default,373.44,3031.44,0.0
gfx950,256,16384,64,4096,torch.float8_e4m3fn,flydsl,3109,0,17.4985,flydsl_bpreshuflle_64x64x256_F8_F8_B16_2x1x1x4x4_default,490.9,3969.95,0.0
gfx950,256,32768,64,4096,torch.float8_e4m3fn,flydsl,375,0,30.2265,flydsl_bpreshuflle_64x64x256_F8_F8_B16_2x1x0x0x0_default,568.37,4587.83,0.0
gfx950,256,65536,64,4096,torch.float8_e4m3fn,flydsl,1857,0,56.0412,flydsl_bpreshuflle_64x64x256_F8_F8_B16_2x1x1x2x0_default,613.12,4944.33,0.0
gfx950,256,131072,64,4096,torch.float8_e4m3fn,flydsl,1039,0,102.1133,flydsl_bpreshuflle_64x64x256_F8_F8_B16_2x1x0x1x0_default,672.97,5424.47,0.0
gfx950,256,24,4096,4096,torch.float8_e4m3fn,flydsl,2950,0,7.9812,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x4x4_default,100.9,2139.04,0.0
gfx950,256,40,4096,4096,torch.float8_e4m3fn,flydsl,2950,0,7.9317,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x4x4_default,169.22,2177.18,0.0
gfx950,256,48,4096,4096,torch.float8_e4m3fn,flydsl,2377,0,8.0637,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x3x4_default,199.74,2153.73,0.0
gfx950,256,56,4096,4096,torch.float8_e4m3fn,cktile,30,0,8.2765,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_16x64x512_1x4x1_16x16x128_default,227.03,2110.23,0.0
gfx950,256,72,4096,4096,torch.float8_e4m3fn,cktile,37,0,9.6569,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x512_1x4x1_16x16x128_default,250.18,1828.95,0.0
gfx950,256,80,4096,4096,torch.float8_e4m3fn,cktile,151,0,9.6954,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_32x64x512_1x4x1_16x16x128_default,276.87,1831.82,0.0
gfx950,256,88,4096,4096,torch.float8_e4m3fn,flydsl,2386,0,8.9737,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x3x4_default,329.05,1990.1,0.0
gfx950,256,96,4096,4096,torch.float8_e4m3fn,flydsl,1764,0,8.9508,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x2x4_default,359.88,2006.17,0.0
gfx950,256,104,4096,4096,torch.float8_e4m3fn,cktile,151,0,9.6944,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_32x64x512_1x4x1_16x16x128_default,359.97,1862.43,0.0
gfx950,256,112,4096,4096,torch.float8_e4m3fn,cktile,37,0,9.7013,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x512_1x4x1_16x16x128_default,387.38,1871.24,0.0
gfx950,256,120,4096,4096,torch.float8_e4m3fn,flydsl,778,0,9.4259,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x0x0x1x4_default,427.18,1936.34,0.0
gfx950,256,136,4096,4096,torch.float8_e4m3fn,flydsl,1933,0,12.2782,flydsl_bpreshuflle_48x64x256_F8_F8_B16_2x1x1x2x4_default,371.67,1502.53,0.0
gfx950,256,144,4096,4096,torch.float8_e4m3fn,flydsl,1283,0,12.3915,flydsl_bpreshuflle_48x64x256_F8_F8_B16_2x1x1x1x4_default,389.93,1496.73,0.0
gfx950,256,152,4096,4096,torch.float8_e4m3fn,flydsl,1602,0,11.3425,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x0x1x2x4_default,449.66,1643.82,0.0
gfx950,256,160,4096,4096,torch.float8_e4m3fn,flydsl,2538,0,11.478,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x1x3x4_default,467.74,1632.98,0.0
gfx950,256,168,4096,4096,torch.float8_e4m3fn,cktile,37,0,12.9218,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x512_1x4x1_16x16x128_default,436.25,1458.13,0.0
gfx950,256,176,4096,4096,torch.float8_e4m3fn,cktile,152,0,12.897,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_32x64x512_1x4x1_16x16x128_default,457.9,1468.55,0.0
gfx950,256,184,4096,4096,torch.float8_e4m3fn,flydsl,1602,0,11.846,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x0x1x2x4_default,521.19,1607.14,0.0
gfx950,256,192,4096,4096,torch.float8_e4m3fn,flydsl,2538,0,11.8993,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x1x3x4_default,541.41,1608.2,0.0
gfx950,256,200,4096,4096,torch.float8_e4m3fn,cktile,37,0,13.1695,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x512_1x4x1_16x16x128_default,509.58,1460.56,0.0
gfx950,256,208,4096,4096,torch.float8_e4m3fn,cktile,152,0,13.2166,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_32x64x512_1x4x1_16x16x128_default,528.07,1462.79,0.0
gfx950,256,216,4096,4096,torch.float8_e4m3fn,flydsl,446,0,12.5758,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x0x4_default,576.33,1545.14,0.0
gfx950,256,224,4096,4096,torch.float8_e4m3fn,flydsl,922,0,12.6745,flydsl_bpreshuflle_32x64x512_F8_F8_B16_1x0x1x1x4_default,593.02,1540.87,0.0
gfx950,256,232,4096,4096,torch.float8_e4m3fn,flydsl,1283,0,13.1433,flydsl_bpreshuflle_48x64x256_F8_F8_B16_2x1x1x1x4_default,592.29,1493.39,0.0
gfx950,256,240,4096,4096,torch.float8_e4m3fn,flydsl,3104,0,13.1439,flydsl_bpreshuflle_48x64x256_F8_F8_B16_2x1x1x4x4_default,612.68,1500.8,0.0
gfx950,256,248,4096,4096,torch.float8_e4m3fn,flydsl,2540,0,13.372,flydsl_bpreshuflle_32x128x256_F8_F8_B16_2x1x1x3x4_default,622.31,1482.55,0.0
gfx950,256,264,4096,4096,torch.float8_e4m3fn,flydsl,1609,0,14.0378,flydsl_bpreshuflle_48x64x256_F8_F8_B16_2x0x1x2x4_default,631.04,1426.24,0.0
gfx950,256,272,4096,4096,torch.float8_e4m3fn,flydsl,619,0,14.0066,flydsl_bpreshuflle_48x64x256_F8_F8_B16_2x1x1x0x4_default,651.61,1436.43,0.0
gfx950,256,280,4096,4096,torch.float8_e4m3fn,flydsl,1609,0,14.193,flydsl_bpreshuflle_48x64x256_F8_F8_B16_2x0x1x2x4_default,661.96,1424.49,0.0
gfx950,256,288,4096,4096,torch.float8_e4m3fn,flydsl,2828,0,14.224,flydsl_bpreshuflle_48x64x256_F8_F8_B16_2x0x1x4x4_default,679.39,1428.3,0.0
gfx950,256,296,4096,4096,torch.float8_e4m3fn,flydsl,2253,0,14.7983,flydsl_bpreshuflle_80x64x256_F8_F8_B16_2x0x1x3x4_default,671.17,1379.51,0.0
gfx950,256,304,4096,4096,torch.float8_e4m3fn,flydsl,963,0,14.8315,flydsl_bpreshuflle_80x64x256_F8_F8_B16_2x0x1x1x4_default,687.76,1383.05,0.0
gfx950,256,312,4096,4096,torch.float8_e4m3fn,flydsl,963,0,14.8282,flydsl_bpreshuflle_80x64x256_F8_F8_B16_2x0x1x1x4_default,706.02,1389.99,0.0
gfx950,256,320,4096,4096,torch.float8_e4m3fn,flydsl,2833,0,14.8972,flydsl_bpreshuflle_64x64x256_F8_F8_B16_2x0x1x4x4_default,720.77,1390.15,0.0
gfx950,256,328,4096,4096,torch.float8_e4m3fn,cktile,217,0,15.7466,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_48x64x256_1x4x1_16x16x128_default,698.94,1321.41,0.0
gfx950,256,336,4096,4096,torch.float8_e4m3fn,ck,113,0,15.5753,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,723.86,1342.25,0.0
gfx950,256,344,4096,4096,torch.float8_e4m3fn,cktile,217,0,15.9268,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_48x64x256_1x4x1_16x16x128_default,724.74,1318.8,0.0
gfx950,256,352,4096,4096,torch.float8_e4m3fn,cktile,216,0,15.9658,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_48x64x256_1x4x1_16x16x128_default,739.78,1321.74,0.0
gfx950,256,360,4096,4096,torch.float8_e4m3fn,flydsl,2393,0,15.3991,flydsl_bpreshuflle_48x64x256_F8_F8_B16_2x1x0x3x4_default,784.44,1376.76,0.0
gfx950,256,368,4096,4096,torch.float8_e4m3fn,flydsl,288,0,15.2065,flydsl_bpreshuflle_48x128x256_F8_F8_B16_2x0x1x0x4_default,812.02,1400.66,0.0
gfx950,256,376,4096,4096,torch.float8_e4m3fn,flydsl,1610,0,15.2316,flydsl_bpreshuflle_48x128x256_F8_F8_B16_2x0x1x2x4_default,828.31,1404.81,0.0
gfx950,256,384,4096,4096,torch.float8_e4m3fn,flydsl,952,0,15.4378,flydsl_bpreshuflle_48x128x256_F8_F8_B16_2x0x1x1x4_default,834.63,1392.41,0.0
gfx950,256,392,4096,4096,torch.float8_e4m3fn,cktile,178,0,17.2076,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_64x64x256_1x4x1_16x16x128_default,764.39,1254.92,0.0
gfx950,256,400,4096,4096,torch.float8_e4m3fn,cktile,50,0,17.6529,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x64x256_1x4x1_16x16x128_default,760.32,1228.83,0.0
gfx950,256,408,4096,4096,torch.float8_e4m3fn,cktile,178,0,17.431,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_64x64x256_1x4x1_16x16x128_default,785.39,1250.11,0.0
gfx950,256,416,4096,4096,torch.float8_e4m3fn,cktile,179,0,17.4154,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_64x64x256_1x4x1_16x16x128_default,801.51,1256.88,0.0
gfx950,256,424,4096,4096,torch.float8_e4m3fn,flydsl,294,0,16.0348,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x0x1x0x4_default,887.26,1371.23,0.0
gfx950,256,432,4096,4096,torch.float8_e4m3fn,flydsl,958,0,15.993,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x0x1x1x4_default,906.37,1380.96,0.0
gfx950,256,440,4096,4096,torch.float8_e4m3fn,flydsl,958,0,16.1669,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x0x1x1x4_default,913.22,1372.18,0.0
gfx950,256,448,4096,4096,torch.float8_e4m3fn,flydsl,958,0,16.2756,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x0x1x1x4_default,923.61,1369.06,0.0
gfx950,256,456,4096,4096,torch.float8_e4m3fn,flydsl,2557,0,17.5811,flydsl_bpreshuflle_80x64x256_F8_F8_B16_2x1x1x3x4_default,870.3,1272.99,0.0
gfx950,256,464,4096,4096,torch.float8_e4m3fn,flydsl,963,0,17.5886,flydsl_bpreshuflle_80x64x256_F8_F8_B16_2x0x1x1x4_default,885.19,1278.04,0.0
gfx950,256,472,4096,4096,torch.float8_e4m3fn,flydsl,2557,0,17.7435,flydsl_bpreshuflle_80x64x256_F8_F8_B16_2x1x1x3x4_default,892.59,1272.42,0.0
gfx950,256,480,4096,4096,torch.float8_e4m3fn,flydsl,2840,0,17.6105,flydsl_bpreshuflle_80x64x256_F8_F8_B16_2x0x1x4x4_default,914.58,1287.61,0.0
gfx950,256,488,4096,4096,torch.float8_e4m3fn,flydsl,294,0,16.0914,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x0x1x0x4_default,1017.6,1415.28,0.0
gfx950,256,496,4096,4096,torch.float8_e4m3fn,flydsl,958,0,16.2446,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x0x1x1x4_default,1024.52,1407.98,0.0
gfx950,256,504,4096,4096,torch.float8_e4m3fn,flydsl,2248,0,16.667,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x0x1x3x4_default,1014.67,1378.19,0.0
gfx950,256,24,8704,4096,torch.float8_e4m3fn,flydsl,1110,0,10.6382,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x1x4_default,160.86,3399.79,0.0
gfx950,256,40,8704,4096,torch.float8_e4m3fn,flydsl,913,0,12.5522,flydsl_bpreshuflle_16x64x256_F8_F8_B16_1x0x1x1x4_default,227.22,2908.79,0.0
gfx950,256,48,8704,4096,torch.float8_e4m3fn,flydsl,913,0,12.6994,flydsl_bpreshuflle_16x64x256_F8_F8_B16_1x0x1x1x4_default,269.51,2888.62,0.0
gfx950,256,56,8704,4096,torch.float8_e4m3fn,flydsl,1742,0,12.5426,flydsl_bpreshuflle_32x64x512_F8_F8_B16_1x1x0x2x4_default,318.35,2938.45,0.0
gfx950,256,72,8704,4096,torch.float8_e4m3fn,cktile,37,0,14.606,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x512_1x4x1_16x16x128_default,351.49,2546.89,0.0
gfx950,256,80,8704,4096,torch.float8_e4m3fn,cktile,151,0,14.7431,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_32x64x512_1x4x1_16x16x128_default,386.91,2534.87,0.0
gfx950,256,88,8704,4096,torch.float8_e4m3fn,flydsl,943,0,14.0084,flydsl_bpreshuflle_32x64x256_F8_F8_B16_2x0x1x1x4_default,447.92,2680.1,0.0
gfx950,256,96,8704,4096,torch.float8_e4m3fn,flydsl,590,0,14.2105,flydsl_bpreshuflle_32x64x512_F8_F8_B16_1x1x1x0x4_default,481.69,2654.09,0.0
gfx950,256,104,8704,4096,torch.float8_e4m3fn,cktile,217,0,16.6399,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_48x64x256_1x4x1_16x16x128_default,445.65,2276.94,0.0
gfx950,256,112,8704,4096,torch.float8_e4m3fn,cktile,217,0,16.5319,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_48x64x256_1x4x1_16x16x128_default,483.06,2302.22,0.0
gfx950,256,120,8704,4096,torch.float8_e4m3fn,flydsl,2833,0,15.6848,flydsl_bpreshuflle_64x64x256_F8_F8_B16_2x0x1x4x4_default,545.52,2437.52,0.0
gfx950,256,136,8704,4096,torch.float8_e4m3fn,flydsl,453,0,16.0968,flydsl_bpreshuflle_48x64x256_F8_F8_B16_2x1x0x0x4_default,602.43,2396.51,0.0
gfx950,256,144,8704,4096,torch.float8_e4m3fn,ck,113,0,16.469,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,623.45,2352.79,0.0
gfx950,256,152,8704,4096,torch.float8_e4m3fn,flydsl,2253,0,16.6984,flydsl_bpreshuflle_80x64x256_F8_F8_B16_2x0x1x3x4_default,649.05,2330.77,0.0
gfx950,256,160,8704,4096,torch.float8_e4m3fn,flydsl,1621,0,16.9763,flydsl_bpreshuflle_80x64x256_F8_F8_B16_2x0x1x2x4_default,672.03,2302.75,0.0
gfx950,256,168,8704,4096,torch.float8_e4m3fn,cktile,179,0,18.7347,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_64x64x256_1x4x1_16x16x128_default,639.4,2095.8,0.0
gfx950,256,176,8704,4096,torch.float8_e4m3fn,cktile,179,0,19.4169,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_64x64x256_1x4x1_16x16x128_default,646.31,2031.03,0.0
gfx950,256,184,8704,4096,torch.float8_e4m3fn,flydsl,1616,0,17.2291,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x0x1x2x4_default,761.49,2298.92,0.0
gfx950,256,192,8704,4096,torch.float8_e4m3fn,flydsl,626,0,17.2777,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x1x1x0x4_default,792.36,2302.41,0.0
gfx950,256,200,8704,4096,torch.float8_e4m3fn,cktile,117,0,20.3522,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_80x64x256_1x4x1_16x16x128_default,700.69,1963.05,0.0
gfx950,256,208,8704,4096,torch.float8_e4m3fn,cktile,117,0,20.4344,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_80x64x256_1x4x1_16x16x128_default,725.79,1963.57,0.0
gfx950,256,216,8704,4096,torch.float8_e4m3fn,flydsl,976,0,20.2138,flydsl_bpreshuflle_112x128x256_F8_F8_B16_2x0x1x1x4_default,761.93,1993.51,0.0
gfx950,256,224,8704,4096,torch.float8_e4m3fn,flydsl,312,0,20.1583,flydsl_bpreshuflle_112x128x256_F8_F8_B16_2x0x1x0x4_default,792.32,2007.53,0.0
gfx950,256,232,8704,4096,torch.float8_e4m3fn,flydsl,1784,0,18.9404,flydsl_bpreshuflle_80x128x256_F8_F8_B16_2x1x0x2x4_default,873.39,2145.71,0.0
gfx950,256,240,8704,4096,torch.float8_e4m3fn,flydsl,3116,0,19.2894,flydsl_bpreshuflle_80x64x256_F8_F8_B16_2x1x1x4x4_default,887.16,2115.8,0.0
gfx950,256,248,8704,4096,torch.float8_e4m3fn,flydsl,982,0,21.3232,flydsl_bpreshuflle_128x128x256_F8_F8_B16_2x0x1x1x4_default,829.29,1922.06,0.0
gfx950,256,832,8704,4096,torch.float8_e4m3fn,cktile,136,0,41.3788,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_128x128x256_1x4x1_16x16x128_default,1433.69,1293.97,0.0
gfx950,256,864,8704,4096,torch.float8_e4m3fn,cktile,29,0,41.5595,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x256_1x4x1_16x16x128_default,1482.36,1304.9,0.0
gfx950,256,896,8704,4096,torch.float8_e4m3fn,flydsl,317,0,38.3277,flydsl_bpreshuflle_128x128x128_F8_F8_B16_2x0x1x0x4_default,1666.88,1432.88,0.0
gfx950,256,928,8704,4096,torch.float8_e4m3fn,cktile,220,0,47.1591,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_96x128x128_1x4x1_16x16x128_default,1403.11,1179.14,0.0
gfx950,256,960,8704,4096,torch.float8_e4m3fn,flydsl,2563,0,44.5371,flydsl_bpreshuflle_96x128x128_F8_F8_B16_2x1x1x3x4_default,1536.94,1264.01,0.0
gfx950,256,992,8704,4096,torch.float8_e4m3fn,cktile,220,0,48.5955,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_96x128x128_1x4x1_16x16x128_default,1455.54,1172.61,0.0
gfx950,256,1664,8704,4096,torch.float8_e4m3fn,flydsl,933,0,65.965,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x0x1x1x4_default,1798.66,1082.91,0.0
gfx950,256,1728,8704,4096,torch.float8_e4m3fn,cktile,13,0,69.273,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_256x128x128_1x4x1_16x16x128_default,1778.64,1051.07,0.0
gfx950,256,1792,8704,4096,torch.float8_e4m3fn,flydsl,1967,0,64.301,flydsl_bpreshuflle_128x256x128_F8_F8_B16_2x1x1x2x4_default,1987.14,1153.74,0.0
gfx950,256,1856,8704,4096,torch.float8_e4m3fn,cktile,42,0,74.1872,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x256x128_1x4x1_16x16x128_default,1783.85,1018.55,0.0
gfx950,256,1920,8704,4096,torch.float8_e4m3fn,flydsl,767,0,69.7103,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x0x0x1x4_default,1963.87,1103.7,0.0
gfx950,256,1984,8704,4096,torch.float8_e4m3fn,cktile,82,0,80.5769,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_96x256x128_1x4x1_16x16x128_default,1755.66,971.94,0.0
gfx950,256,24,10240,4096,torch.float8_e4m3fn,flydsl,1110,0,10.7883,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x1x4_default,186.62,3942.5,0.0
gfx950,256,40,10240,4096,torch.float8_e4m3fn,flydsl,1917,0,12.827,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x1x2x4_default,261.59,3346.54,0.0
gfx950,256,48,10240,4096,torch.float8_e4m3fn,flydsl,2225,0,13.282,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x0x1x3x4_default,303.16,3246.7,0.0
gfx950,256,56,10240,4096,torch.float8_e4m3fn,flydsl,292,0,14.1956,flydsl_bpreshuflle_64x64x256_F8_F8_B16_2x0x1x0x4_default,330.92,3051.6,0.0
gfx950,256,72,10240,4096,torch.float8_e4m3fn,flydsl,2253,0,15.3775,flydsl_bpreshuflle_80x64x256_F8_F8_B16_2x0x1x3x4_default,392.77,2842.63,0.0
gfx950,256,80,10240,4096,torch.float8_e4m3fn,flydsl,2840,0,15.6489,flydsl_bpreshuflle_80x64x256_F8_F8_B16_2x0x1x4x4_default,428.84,2805.89,0.0
gfx950,256,88,10240,4096,torch.float8_e4m3fn,flydsl,279,0,15.1559,flydsl_bpreshuflle_32x64x256_F8_F8_B16_2x0x1x0x4_default,487.07,2910.14,0.0
gfx950,256,96,10240,4096,torch.float8_e4m3fn,flydsl,1254,0,15.0649,flydsl_bpreshuflle_32x64x512_F8_F8_B16_1x1x1x1x4_default,534.56,2940.77,0.0
gfx950,256,104,10240,4096,torch.float8_e4m3fn,flydsl,2850,0,17.087,flydsl_bpreshuflle_112x64x256_F8_F8_B16_2x0x1x4x4_default,510.57,2604.26,0.0
gfx950,256,112,10240,4096,torch.float8_e4m3fn,cktile,110,0,17.5259,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_48x64x256_1x4x1_16x16x128_default,536.08,2550.26,0.0
