gfx,cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,8,7168,2048,29,0,5.836,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,40.25,1278.77,0.0
gfx950,256,8,7168,8192,21,0,14.1279,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,66.5,2088.6,0.0
gfx950,256,8,7168,16384,21,0,25.6172,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,73.35,2299.26,0.0
gfx950,256,8,7168,18432,21,0,28.2761,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,74.76,2342.92,0.0
gfx950,256,8,8192,4096,21,0,8.5155,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,63.05,1987.51,0.0
gfx950,256,8,8192,8192,21,0,14.4423,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,74.35,2334.69,0.0
gfx950,256,8,8192,28672,21,0,45.9253,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,81.83,2562.56,0.0
gfx950,256,8,10240,8192,21,0,15.0535,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,89.16,2799.33,0.0
gfx950,256,8,12288,512,29,0,4.4584,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,22.58,750.13,0.0
gfx950,256,8,12288,1536,21,0,5.8293,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,51.81,1653.7,0.0
gfx950,256,8,12288,4096,29,0,9.7782,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,82.36,2595.45,0.0
gfx950,256,8,12288,6144,21,0,11.7431,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,102.87,3233.38,0.0
gfx950,256,8,16384,512,42,0,4.8202,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,27.84,924.96,0.0
gfx950,256,8,16384,2048,21,0,6.3214,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,84.93,2696.8,0.0
gfx950,256,8,16384,16384,21,0,29.9374,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,143.46,4494.22,0.0
gfx950,256,8,16384,53248,21,0,88.6774,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,157.41,4924.4,0.0
gfx950,256,8,18432,7168,21,0,15.1166,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,139.84,4391.46,0.0
gfx950,256,8,18432,16384,22,0,59.6071,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,81.06,2539.22,0.0
gfx950,256,8,20480,16384,21,0,32.719,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,164.09,5139.69,0.0
gfx950,256,8,24576,1536,21,0,6.2605,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,96.47,3078.62,0.0
gfx950,256,8,26624,16384,24,0,82.4334,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,84.67,2651.78,0.0
gfx950,256,8,28672,4096,29,0,13.8939,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,135.24,4260.53,0.0
gfx950,256,8,32768,512,21,0,5.0403,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,53.26,1768.73,0.0
gfx950,256,8,57344,8192,14,0,44.7964,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,167.79,5264.51,0.0
gfx950,256,8,59136,8192,14,0,46.5871,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,166.38,5220.33,0.0
gfx950,256,8,106496,16384,3,0,147.25,a4w4_blockscale_256x64x512x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,189.59,5936.74,0.0
gfx950,256,16,512,4096,21,0,5.6787,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,11.82,193.31,0.0
gfx950,256,16,512,7168,4,0,16.8692,a4w4_blockscale_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,6.96,113.15,0.0
gfx950,256,16,800,5120,21,0,8.7519,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,14.98,241.61,0.0
gfx950,256,16,1024,3072,21,0,6.1362,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,16.4,265.67,0.0
gfx950,256,16,1024,4096,29,0,7.1983,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,18.65,300.44,0.0
gfx950,256,16,1280,8192,42,0,16.8681,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,19.89,317.13,0.0
gfx950,256,16,1536,3072,21,0,6.7767,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,22.28,359.03,0.0
gfx950,256,16,1536,7168,21,0,13.1256,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,26.84,427.52,0.0
gfx950,256,16,2048,6144,21,0,11.4627,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,35.13,558.87,0.0
gfx950,256,16,2048,7168,21,0,13.274,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,35.39,562.22,0.0
gfx950,256,16,2304,16384,21,0,24.026,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,50.28,794.11,0.0
gfx950,256,16,2560,8192,37,0,17.9374,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,37.41,592.8,0.0
gfx950,256,16,3072,1536,21,0,6.009,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,25.13,411.03,0.0
gfx950,256,16,3072,6144,21,0,11.4387,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,52.8,837.91,0.0
gfx950,256,16,4096,1024,29,0,5.2016,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,25.8,429.95,0.0
gfx950,256,16,4096,4096,21,0,9.4039,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,57.09,909.46,0.0
gfx950,256,16,4096,8192,21,0,13.3131,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,80.65,1274.97,0.0
gfx950,256,16,4096,14336,21,0,22.4402,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,83.74,1319.32,0.0
gfx950,256,16,4608,7168,0,0,22.3101,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,47.38,749.43,0.0
gfx950,256,16,4608,16384,21,0,25.737,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,93.87,1477.53,0.0
gfx950,256,16,5120,1280,29,0,6.4902,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,32.31,531.71,0.0
gfx950,256,16,5120,5120,37,0,14.0232,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,59.82,949.28,0.0
gfx950,256,16,5120,6400,46,0,14.2958,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x128E,73.35,1161.11,0.0
gfx950,256,16,5120,25600,21,0,39.0242,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,107.48,1688.81,0.0
gfx950,256,16,6144,2048,21,0,6.5528,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,61.45,992.62,0.0
gfx950,256,16,6144,3072,29,0,7.6676,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,78.77,1259.63,0.0
gfx950,256,16,6144,4096,29,0,9.8679,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,81.61,1298.38,0.0
gfx950,256,16,6144,12288,21,0,19.6767,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,122.78,1933.44,0.0
gfx950,256,16,6144,16384,21,0,25.9976,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,123.9,1948.62,0.0
gfx950,256,16,6400,5120,29,0,13.8091,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,75.93,1204.26,0.0
gfx950,256,16,7168,2048,21,0,6.4858,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,72.43,1169.6,0.0
gfx950,256,16,7168,2304,0,0,9.5571,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,55.3,889.95,0.0
gfx950,256,16,7168,8192,21,0,14.6268,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,128.47,2027.45,0.0
gfx950,256,16,7168,16384,21,0,26.4865,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,141.89,2230.6,0.0
gfx950,256,16,7168,18432,21,0,29.2062,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,144.76,2274.76,0.0
gfx950,256,16,8192,1024,21,0,5.453,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,49.23,818.75,0.0
gfx950,256,16,8192,2048,21,0,7.2534,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,74.02,1194.91,0.0
gfx950,256,16,8192,3584,21,0,8.9059,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,105.49,1681.01,0.0
gfx950,256,16,8192,4096,21,0,8.6726,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,123.81,1968.51,0.0
gfx950,256,16,8192,7168,21,0,16.4747,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,114.06,1801.53,0.0
gfx950,256,16,8192,8192,21,0,14.8938,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,144.19,2274.91,0.0
gfx950,256,16,8192,28672,21,0,46.3894,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,162.02,2542.22,0.0
gfx950,256,16,9216,16384,21,0,27.5351,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,175.48,2757.33,0.0
gfx950,256,16,10240,8192,21,0,15.5584,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,172.53,2721.12,0.0
gfx950,256,16,12288,512,21,0,4.4122,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,45.63,803.01,0.0
gfx950,256,16,12288,1536,21,0,6.3038,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,95.81,1561.39,0.0
gfx950,256,16,12288,4096,42,0,10.1125,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,159.27,2530.71,0.0
gfx950,256,16,12288,6144,21,0,12.4264,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,194.42,3073.38,0.0
gfx950,256,16,12800,5120,21,0,15.1771,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,138.18,2188.73,0.0
gfx950,256,16,13312,16384,21,0,29.6788,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,235.16,3693.17,0.0
gfx950,256,16,14336,8192,21,0,18.0277,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,208.46,3286.31,0.0
gfx950,256,16,16384,512,21,0,4.4994,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,59.66,1049.63,0.0
gfx950,256,16,16384,2048,21,0,6.429,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,167.02,2693.71,0.0
gfx950,256,16,16384,4096,21,0,13.7825,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,155.81,2474.99,0.0
gfx950,256,16,16384,6656,29,0,18.0628,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,193.2,3050.66,0.0
gfx950,256,16,16384,8192,21,0,20.1001,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,213.68,3368.08,0.0
gfx950,256,16,16384,13312,37,0,26.8849,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,259.6,4079.71,0.0
gfx950,256,16,16384,16384,21,0,30.6345,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,280.4,4402.65,0.0
gfx950,256,16,16384,26624,37,0,49.6732,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,281.01,4405.62,0.0
gfx950,256,16,16384,53248,21,0,91.0136,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,306.74,4803.21,0.0
gfx950,256,16,18432,7168,21,0,15.5712,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,271.52,4284.03,0.0
gfx950,256,16,18432,16384,22,0,60.0972,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,160.8,2524.51,0.0
gfx950,256,16,20480,16384,21,0,33.3906,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,321.57,5048.09,0.0
gfx950,256,16,24576,1536,21,0,6.4818,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,186.36,3035.13,0.0
gfx950,256,16,26624,16384,42,0,45.9082,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,304.06,4772.28,0.0
gfx950,256,16,28672,4096,21,0,14.2242,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,264.2,4195.0,0.0
gfx950,256,16,32768,512,21,0,5.0649,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,106.0,1864.06,0.0
gfx950,256,16,51200,5120,14,0,24.0294,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,349.1,5524.54,0.0
gfx950,256,16,53248,16384,12,0,74.0858,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,376.82,5912.64,0.0
gfx950,256,16,57344,8192,14,0,44.8301,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,335.32,5281.75,0.0
gfx950,256,16,59136,8192,14,0,47.0904,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,329.2,5185.32,0.0
gfx950,256,16,106496,16384,17,0,145.7428,a4w4_blockscale_256x32x512x128_16x16_16x16_8x32x1_8x32x1_1x8x1x32_8_2x4_intrawave_v3,383.1,6010.27,0.0
gfx950,256,32,512,4096,21,0,5.9227,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,22.66,193.64,0.0
gfx950,256,32,512,7168,4,0,17.0396,a4w4_blockscale_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,13.78,116.34,0.0
gfx950,256,32,800,5120,21,0,9.9035,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,26.47,220.24,0.0
gfx950,256,32,1024,3072,29,0,6.3604,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,31.65,265.32,0.0
gfx950,256,32,1024,4096,29,0,7.9175,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,33.9,281.43,0.0
gfx950,256,32,1280,8192,21,0,16.8907,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,39.73,323.01,0.0
gfx950,256,32,1536,3072,29,0,7.4775,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,40.39,335.24,0.0
gfx950,256,32,1536,7168,21,0,13.9479,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,50.52,409.96,0.0
gfx950,256,32,2048,6144,29,0,12.2392,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,65.8,532.78,0.0
gfx950,256,32,2048,7168,21,0,14.1868,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,66.23,534.71,0.0
gfx950,256,32,2304,16384,21,0,25.8248,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,93.55,746.72,0.0
gfx950,256,32,2560,8192,29,0,17.301,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,77.58,623.12,0.0
gfx950,256,32,3072,1536,29,0,6.1627,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,49.0,418.73,0.0
gfx950,256,32,3072,6144,21,0,12.2126,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,98.91,796.89,0.0
gfx950,256,32,4096,1024,14,0,5.3091,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,50.56,447.47,0.0
gfx950,256,32,4096,4096,21,0,10.0025,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,107.35,871.41,0.0
gfx950,256,32,4096,8192,21,0,14.4168,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,148.96,1191.0,0.0
gfx950,256,32,4096,14336,21,0,24.1615,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,155.54,1235.5,0.0
gfx950,256,32,4608,7168,0,0,22.2165,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,95.15,761.81,0.0
gfx950,256,32,4608,16384,21,0,27.3808,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,176.47,1399.0,0.0
gfx950,256,32,5120,1280,29,0,6.1505,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,68.19,589.38,0.0
gfx950,256,32,5120,5120,29,0,14.5083,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,115.64,931.66,0.0
gfx950,256,32,5120,6400,29,0,16.8268,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,124.63,999.24,0.0
gfx950,256,32,5120,25600,21,0,42.0705,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,199.39,1575.29,0.0
gfx950,256,32,6144,2048,29,0,6.6444,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,121.2,1010.99,0.0
gfx950,256,32,6144,3072,29,0,9.4195,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,128.24,1048.84,0.0
gfx950,256,32,6144,4096,46,0,10.1863,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x128E,158.12,1280.31,0.0
gfx950,256,32,6144,12288,21,0,21.2506,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,227.37,1804.12,0.0
gfx950,256,32,6144,16384,21,0,27.663,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,232.89,1843.15,0.0
gfx950,256,32,6400,5120,21,0,15.6923,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,133.64,1075.4,0.0
gfx950,256,32,7168,2048,42,0,6.821,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,137.74,1148.15,0.0
gfx950,256,32,7168,2304,0,0,9.7787,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,108.09,895.12,0.0
gfx950,256,32,7168,8192,21,0,15.6065,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,240.8,1919.07,0.0
gfx950,256,32,7168,16384,21,0,28.1831,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,266.69,2109.11,0.0
gfx950,256,32,7168,18432,21,0,31.3603,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,269.63,2130.53,0.0
gfx950,256,32,8192,1024,21,0,5.8783,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,91.33,805.5,0.0
gfx950,256,32,8192,2048,21,0,7.2694,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,147.71,1230.59,0.0
gfx950,256,32,8192,3584,21,0,9.4337,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,199.18,1617.78,0.0
gfx950,256,32,8192,4096,29,0,9.5391,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,225.12,1820.62,0.0
gfx950,256,32,8192,7168,21,0,18.6983,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,200.99,1604.38,0.0
gfx950,256,32,8192,8192,21,0,15.8689,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,270.65,2155.78,0.0
gfx950,256,32,8192,28672,21,0,50.1679,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,299.64,2360.54,0.0
gfx950,256,32,9216,16384,21,0,29.3716,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,329.01,2599.43,0.0
gfx950,256,32,10240,8192,21,0,16.5466,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,324.46,2582.37,0.0
gfx950,256,32,12288,512,21,0,4.5819,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,87.88,859.98,0.0
gfx950,256,32,12288,1536,21,0,6.3551,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,190.08,1612.59,0.0
gfx950,256,32,12288,4096,21,0,9.7836,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,329.25,2659.33,0.0
gfx950,256,32,12288,6144,21,0,13.449,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,359.27,2872.59,0.0
gfx950,256,32,12800,5120,21,0,17.2457,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,243.21,1952.32,0.0
gfx950,256,32,13312,16384,21,0,32.0127,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,436.03,3441.32,0.0
gfx950,256,32,14336,8192,29,0,18.6847,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,402.26,3198.81,0.0
gfx950,256,32,16384,512,21,0,4.6435,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,115.62,1130.84,0.0
gfx950,256,32,16384,2048,21,0,6.8106,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,315.31,2622.17,0.0
gfx950,256,32,16384,4096,21,0,13.3393,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,321.98,2598.98,0.0
gfx950,256,32,16384,6656,21,0,18.0028,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,387.68,3092.91,0.0
gfx950,256,32,16384,8192,21,0,20.7777,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,413.42,3286.63,0.0
gfx950,256,32,16384,13312,21,0,27.8363,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,501.45,3962.94,0.0
gfx950,256,32,16384,16384,21,0,33.0522,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,519.78,4100.44,0.0
gfx950,256,32,16384,26624,29,0,51.4954,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,542.13,4264.04,0.0
gfx950,256,32,16384,53248,21,0,96.3502,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,579.5,4547.04,0.0
gfx950,256,32,18432,7168,21,0,17.1967,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,491.71,3916.72,0.0
gfx950,256,32,18432,16384,22,0,63.2576,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,305.53,2409.78,0.0
gfx950,256,32,20480,16384,29,0,35.5786,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,603.59,4759.74,0.0
gfx950,256,32,24576,1536,21,0,6.3941,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,377.84,3201.67,0.0
gfx950,256,32,26624,16384,37,0,44.8726,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,622.15,4904.33,0.0
gfx950,256,32,28672,4096,21,0,14.8004,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,507.84,4095.89,0.0
gfx950,256,32,32768,512,43,0,5.7265,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x256E,187.5,1832.52,0.0
gfx950,256,32,51200,5120,14,0,25.3094,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,662.88,5311.49,0.0
gfx950,256,32,53248,16384,12,0,75.1943,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,742.54,5849.88,0.0
gfx950,256,32,57344,8192,14,0,45.7848,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,656.65,5213.13,0.0
gfx950,256,32,59136,8192,15,0,47.9633,a4w4_blockscale_256x32x256x128_16x16_16x16_8x32x1_8x32x1_1x8x1x32_8_2x4_intrawave_v3,646.42,5131.77,0.0
gfx950,256,32,106496,16384,17,0,142.9821,a4w4_blockscale_256x32x512x128_16x16_16x16_8x32x1_8x32x1_1x8x1x32_8_2x4_intrawave_v3,781.0,6151.07,0.0
gfx950,256,64,192,1024,21,0,3.8719,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,6.5,40.2,0.0
gfx950,256,64,512,4096,21,0,6.2843,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,42.72,198.14,0.0
gfx950,256,64,512,7168,4,0,18.2008,a4w4_blockscale_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,25.81,117.02,0.0
gfx950,256,64,800,5120,21,0,9.9095,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,52.91,233.54,0.0
