gfx,cu_num,M,N,K,q_dtype_w,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,32,8192,2048,torch.int8,76,0,7.2889,a8w8_rowwise_128x32x16x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_2x2x1_1x1_interwave_v2,147.31,2382.67,0.0
gfx950,256,32,8192,3584,torch.int8,34,0,9.4243,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,199.38,3183.17,0.0
gfx950,256,32,8192,7168,torch.int8,34,0,16.2902,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,230.7,3650.9,0.0
gfx950,256,32,8192,8192,torch.int8,34,0,17.4586,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,246.01,3888.93,0.0
gfx950,256,32,8192,8192,torch.float8_e4m3fn,34,0,18.0338,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,238.16,3764.89,0.0
gfx950,256,32,8192,28672,torch.int8,34,0,54.7382,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,274.62,4317.33,0.0
gfx950,256,32,9216,16384,torch.int8,30,0,34.6699,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,278.73,4387.35,0.0
gfx950,256,32,10240,8192,torch.int8,30,0,20.8953,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,256.93,4058.5,0.0
gfx950,256,32,10240,8192,torch.float8_e4m3fn,30,0,21.4049,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,250.82,3961.88,0.0
gfx950,256,32,12800,5120,torch.int8,30,0,14.9578,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,280.41,4447.11,0.0
gfx950,256,32,13312,16384,torch.int8,30,0,46.5921,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,299.59,4710.67,0.0
gfx950,256,32,16384,2048,torch.int8,30,0,10.4352,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,205.79,3322.27,0.0
gfx950,256,32,16384,4096,torch.int8,30,0,16.4693,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,260.79,4146.41,0.0
gfx950,256,32,16384,6656,torch.int8,30,0,22.4014,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,311.56,4924.4,0.0
gfx950,256,32,16384,8192,torch.int8,30,0,30.4324,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,282.26,4453.43,0.0
gfx950,256,32,16384,13312,torch.int8,30,0,39.8351,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,350.41,5512.18,0.0
gfx950,256,32,16384,26624,torch.int8,30,0,74.3742,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,375.36,5890.59,0.0
gfx950,256,32,26624,16384,torch.int8,30,0,89.3239,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,312.54,4908.38,0.0
gfx950,256,32,28672,8192,torch.float8_e4m3fn,23,0,47.2467,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,318.17,5015.76,0.0
gfx950,256,32,51200,5120,torch.int8,30,0,53.9026,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,311.25,4927.12,0.0
gfx950,256,32,53248,16384,torch.int8,34,0,168.8762,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,330.62,5189.29,0.0
gfx950,256,32,57344,8192,torch.int8,81,0,93.0943,a8w8_rowwise_128x32x64x128_32x32_1x1_8x16x1_8x16x1_1x16x1x8_8x8x1_1x1_interwave_v2,322.95,5088.33,0.0
gfx950,256,32,57344,8192,torch.float8_e4m3fn,62,0,92.8953,a8w8_rowwise_128x32x64x128_32x32_1x1_8x16x1_8x16x1_1x16x1x8_8x8x1_1x1_intrawave_v2,323.64,5099.23,0.0
gfx950,256,48,7424,8192,torch.float8_e4m3fn,74,2,20.2638,a8w8_rowwise_128x64x32x128_32x32_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,288.12,3055.86,0.1076
gfx950,256,64,100,5120,torch.int8,34,0,9.6716,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,6.78,88.14,0.0
gfx950,256,64,192,1024,torch.int8,77,0,4.1582,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_interwave_v2,6.05,68.95,0.0
gfx950,256,64,200,5120,torch.int8,34,0,9.9254,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,13.21,138.76,0.0
gfx950,256,64,800,5120,torch.int8,34,0,12.0241,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,43.6,376.42,0.0
gfx950,256,64,1024,8192,torch.float8_e4m3fn,34,2,9.0741,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,118.33,996.68,0.1083
gfx950,256,64,1280,8192,torch.int8,34,0,14.7691,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,90.88,756.57,0.0
gfx950,256,64,1280,8192,torch.float8_e4m3fn,79,2,11.0767,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,121.17,1008.77,0.1076
gfx950,256,64,2304,16384,torch.int8,34,0,23.2558,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,207.77,1680.97,0.0
gfx950,256,64,2560,8192,torch.int8,34,0,14.5967,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,183.9,1495.1,0.0
gfx950,256,64,3584,8192,torch.float8_e4m3fn,55,2,15.5912,a8w8_rowwise_128x64x32x128_32x32_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v2,241.04,1946.17,0.1078
gfx950,256,64,4608,16384,torch.int8,30,0,27.9735,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,345.46,2757.46,0.0
gfx950,256,64,5120,640,torch.int8,77,0,5.0956,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_interwave_v2,82.31,779.72,0.0
gfx950,256,64,5120,1280,torch.int8,76,0,6.4203,a8w8_rowwise_128x32x16x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_2x2x1_1x1_interwave_v2,130.66,1135.6,0.0
gfx950,256,64,5120,3200,torch.int8,76,0,10.7687,a8w8_rowwise_128x32x16x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_2x2x1_1x1_interwave_v2,194.75,1601.32,0.0
gfx950,256,64,5120,5120,torch.int8,30,0,11.7059,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,286.65,2323.4,0.0
gfx950,256,64,5120,6400,torch.int8,30,0,16.907,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,248.08,2001.12,0.0
gfx950,256,64,5120,25600,torch.int8,30,0,43.5801,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,384.97,3060.24,0.0
gfx950,256,64,6400,5120,torch.int8,30,0,12.4817,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,336.04,2717.17,0.0
gfx950,256,64,7168,8192,torch.int8,30,0,18.4286,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,407.85,3264.6,0.0
gfx950,256,64,7168,8192,torch.float8_e4m3fn,30,0,19.78,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,379.99,3041.56,0.0
gfx950,256,64,7424,8192,torch.float8_e4m3fn,30,0,20.8916,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,372.62,2981.68,0.0
gfx950,256,64,8192,1024,torch.float8_e4m3fn,79,0,7.3716,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,145.66,1289.1,0.0
gfx950,256,64,8192,2048,torch.int8,30,0,7.5798,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,283.32,2369.04,0.0
gfx950,256,64,8192,3584,torch.int8,30,0,11.279,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,333.19,2716.38,0.0
gfx950,256,64,8192,7168,torch.int8,30,0,17.495,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,429.62,3442.56,0.0
gfx950,256,64,8192,8192,torch.int8,30,0,19.4045,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,442.68,3539.47,0.0
gfx950,256,64,8192,8192,torch.float8_e4m3fn,30,0,19.8829,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,432.03,3454.31,0.0
gfx950,256,64,8192,28672,torch.int8,30,0,61.7622,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,486.78,3849.68,0.0
gfx950,256,64,9216,16384,torch.int8,23,0,41.0647,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,470.66,3731.26,0.0
gfx950,256,64,10240,8192,torch.int8,28,0,27.6213,a8w8_rowwise_256x32x128x256_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,388.74,3103.44,0.0
gfx950,256,64,10240,8192,torch.float8_e4m3fn,23,0,24.8931,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,431.34,3443.57,0.0
gfx950,256,64,12800,5120,torch.int8,23,0,18.5404,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,452.45,3640.81,0.0
gfx950,256,64,13312,16384,torch.int8,23,0,50.0251,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,558.07,4414.91,0.0
gfx950,256,64,16384,2048,torch.int8,23,0,11.4046,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,376.6,3137.56,0.0
gfx950,256,64,16384,4096,torch.int8,23,0,19.0989,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,449.76,3637.29,0.0
gfx950,256,64,16384,6656,torch.int8,23,0,26.4384,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,527.97,4220.19,0.0
gfx950,256,64,16384,8192,torch.int8,23,0,33.8597,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,507.38,4041.36,0.0
gfx950,256,64,16384,13312,torch.int8,23,0,46.8247,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,596.21,4720.86,0.0
gfx950,256,64,16384,26624,torch.int8,23,0,89.8884,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,621.15,4895.06,0.0
gfx950,256,64,26624,16384,torch.int8,23,0,91.2922,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,611.6,4826.96,0.0
gfx950,256,64,28672,8192,torch.float8_e4m3fn,23,0,52.7168,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,570.31,4535.09,0.0
gfx950,256,64,51200,5120,torch.int8,23,0,61.5287,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,545.35,4372.35,0.0
gfx950,256,64,53248,16384,torch.int8,23,0,184.3385,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,605.78,4775.34,0.0
gfx950,256,64,57344,8192,torch.int8,46,0,99.6635,a8w8_rowwise_256x64x128x128_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,603.33,4792.39,0.0
gfx950,256,64,57344,8192,torch.float8_e4m3fn,17,0,98.9474,a8w8_rowwise_256x64x224x128_16x16_2x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,607.69,4827.07,0.0
gfx950,256,128,100,5120,torch.int8,34,0,10.6683,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,12.29,111.82,0.0
gfx950,256,128,128,49920,torch.float8_e4m3fn,34,0,75.6047,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,21.64,169.46,0.0
gfx950,256,128,128,80000,torch.float8_e4m3fn,34,0,119.6585,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,21.91,171.43,0.0
gfx950,256,128,128,222336,torch.float8_e4m3fn,34,0,324.8197,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,22.43,175.33,0.0001
gfx950,256,128,128,254848,torch.float8_e4m3fn,34,0,371.2338,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,22.49,175.83,0.0002
gfx950,256,128,128,322816,torch.float8_e4m3fn,34,0,466.5241,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,22.67,177.21,0.0001
gfx950,256,128,128,423168,torch.float8_e4m3fn,34,0,611.0012,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,22.69,177.35,0.0002
gfx950,256,128,128,620160,torch.float8_e4m3fn,34,0,897.8064,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,22.63,176.87,0.0002
gfx950,256,128,128,659584,torch.float8_e4m3fn,34,0,953.0292,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,22.68,177.21,0.0002
gfx950,256,128,128,796544,torch.float8_e4m3fn,34,0,1151.3783,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,22.67,177.13,0.0004
gfx950,256,128,128,941696,torch.float8_e4m3fn,34,0,1362.3745,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,22.65,176.98,0.0002
gfx950,256,128,200,5120,torch.int8,34,0,9.652,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,27.16,179.3,0.0
gfx950,256,128,256,256,torch.float8_e4m3fn,68,0,3.1268,a8w8_rowwise_64x16x16x128_16x16_1x1_8x8x1_8x8x1_1x16x1x4_4x4x1_1x1_interwave_v1,5.37,52.4,0.0
gfx950,256,128,256,1024,torch.float8_e4m3fn,79,0,4.0962,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,16.38,111.99,0.0
gfx950,256,128,800,5120,torch.int8,34,0,11.5628,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,90.69,428.63,0.0
gfx950,256,128,1024,8192,torch.float8_e4m3fn,34,2,12.0372,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,178.4,805.78,0.1084
gfx950,256,128,1280,8192,torch.int8,34,0,13.9827,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,191.98,848.34,0.0
gfx950,256,128,1280,8192,torch.float8_e4m3fn,29,3,13.1684,a8w8_rowwise_256x32x96x256_16x16_1x3_16x16x1_16x16x1_1x32x1x8_4x4x1_1x1_intrawave_v3,203.85,900.79,0.1595
gfx950,256,128,2304,16384,torch.int8,30,0,26.5035,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,364.62,1525.67,0.0
gfx950,256,128,2560,8192,torch.int8,30,0,16.5177,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,325.03,1372.8,0.0
gfx950,256,128,3584,8192,torch.float8_e4m3fn,30,0,17.8922,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,420.08,1750.83,0.0
gfx950,256,128,4608,16384,torch.int8,23,0,33.4047,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,578.58,2358.18,0.0
gfx950,256,128,5120,640,torch.int8,79,0,5.566,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,150.71,838.92,0.0
gfx950,256,128,5120,1280,torch.int8,23,0,7.6695,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,218.75,1046.76,0.0
gfx950,256,128,5120,3200,torch.int8,23,0,11.8363,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,354.36,1529.56,0.0
gfx950,256,128,5120,5120,torch.int8,23,0,14.1859,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,473.07,1986.51,0.0
gfx950,256,128,5120,6400,torch.int8,23,0,18.7826,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,446.62,1857.99,0.0
gfx950,256,128,5120,25600,torch.int8,23,0,54.0309,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,621.02,2510.78,0.0
gfx950,256,128,6400,5120,torch.int8,23,0,14.96,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,560.74,2343.7,0.0
gfx950,256,128,7168,8192,torch.int8,28,0,26.0097,a8w8_rowwise_256x32x128x256_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,577.95,2368.49,0.0
gfx950,256,128,7168,8192,torch.float8_e4m3fn,23,0,22.197,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,677.23,2775.32,0.0
gfx950,256,128,8192,1024,torch.int8,28,0,7.1186,a8w8_rowwise_256x32x128x256_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,301.67,1491.42,0.0
gfx950,256,128,8192,1024,torch.float8_e4m3fn,15,0,8.3628,a8w8_rowwise_256x128x64x256_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,256.79,1269.53,0.0
gfx950,256,128,8192,2048,torch.int8,23,0,10.2945,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,417.21,1858.91,0.0
gfx950,256,128,8192,3584,torch.int8,28,0,13.8708,a8w8_rowwise_256x32x128x256_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,541.87,2300.95,0.0
gfx950,256,128,8192,7168,torch.int8,28,0,24.2653,a8w8_rowwise_256x32x128x256_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,619.5,2544.16,0.0
gfx950,256,128,8192,8192,torch.int8,28,0,26.3513,a8w8_rowwise_256x32x128x256_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,651.96,2666.08,0.0
gfx950,256,128,8192,8192,torch.float8_e4m3fn,23,0,23.2545,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,738.78,3021.12,0.0
gfx950,256,128,8192,28672,torch.int8,28,0,87.5085,a8w8_rowwise_256x32x128x256_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,687.13,2750.0,0.0
gfx950,256,128,9216,16384,torch.int8,23,0,59.454,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,650.16,2614.65,0.0
gfx950,256,128,10240,8192,torch.int8,15,0,31.2683,a8w8_rowwise_256x128x64x256_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,686.79,2800.16,0.0
gfx950,256,128,10240,8192,torch.float8_e4m3fn,22,0,30.8204,a8w8_rowwise_256x64x96x256_16x16_2x3_16x16x1_16x16x1_1x64x1x4_8x8x1_2x1_intrawave_v3,696.77,2840.85,0.0
gfx950,256,128,12800,5120,torch.int8,23,0,25.5896,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,655.63,2714.7,0.0
gfx950,256,128,13312,16384,torch.int8,23,0,65.9651,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,846.43,3389.81,0.0
gfx950,256,128,16384,2048,torch.int8,23,0,14.5668,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,589.69,2609.42,0.0
gfx950,256,128,16384,4096,torch.int8,23,0,23.3525,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,735.68,3075.79,0.0
gfx950,256,128,16384,6656,torch.int8,23,0,34.0329,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,820.3,3352.58,0.0
gfx950,256,128,16384,8192,torch.int8,23,0,45.1385,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,761.21,3089.62,0.0
gfx950,256,128,16384,13312,torch.int8,23,0,61.6432,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,905.77,3633.85,0.0
gfx950,256,128,16384,26624,torch.int8,23,0,118.3409,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,943.62,3750.27,0.0
gfx950,256,128,26624,16384,torch.int8,23,0,129.1529,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,864.63,3446.46,0.0
gfx950,256,128,28672,8192,torch.float8_e4m3fn,41,0,60.0008,a8w8_rowwise_256x128x128x128_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v5,1002.15,4054.44,0.0
gfx950,256,128,51200,5120,torch.int8,23,0,82.0559,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,817.84,3362.42,0.0
gfx950,256,128,53248,16384,torch.int8,23,0,230.1893,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,970.24,3858.32,0.0
gfx950,256,128,57344,8192,torch.int8,13,0,108.1045,a8w8_rowwise_256x128x128x128_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,1112.43,4490.94,0.0
gfx950,256,128,57344,8192,torch.float8_e4m3fn,35,0,111.2293,a8w8_rowwise_256x128x128x128_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v4,1081.18,4364.77,0.0
gfx950,256,128,105984,128,torch.float8_e4m3fn,44,0,15.537,a8w8_rowwise_256x128x128x128_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_interwave_v1,223.52,2620.47,0.0
gfx950,256,128,207616,128,torch.float8_e4m3fn,44,0,25.7878,a8w8_rowwise_256x128x128x128_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_interwave_v1,263.81,3092.2,0.0
gfx950,256,128,270080,128,torch.float8_e4m3fn,44,0,32.2348,a8w8_rowwise_256x128x128x128_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_interwave_v1,274.55,3217.86,0.0
